MonthlyIncome,MonthlyExpenses,LoanEMI,Savings,Investments,FinancialHealthScore,RiskCategory
21962.97874415438,15763.352679588184,3113.64170350225,2196.2978744154384,4392.595748830877,77.73217496532074,Good
61737.14187600541,47017.70309516576,18521.142562801622,13816.680385900285,8161.852049300049,69.76211068260119,Moderate
93809.11251619957,75047.29001295967,25896.40614944244,16210.167761481567,17772.436755917548,65.38097679198697,Moderate
30189.27349738623,24151.418797908987,5989.455780968193,8108.319067410031,4603.412313423301,73.21860184102715,Good
38674.04540794456,23445.68986785108,7118.582387851871,4963.857441767685,3357.4235935247857,81.95647784695895,Good
51993.02730175282,41594.42184140226,5199.302730175283,9090.899068457713,6244.969521101921,80.63638898856104,Good
39930.48691767602,30023.544967346745,7716.48320799866,3993.048691767602,4281.786970958502,70.55173764080874,Good
18986.731378677345,14228.74906491614,1988.115597288121,4986.911385611703,1625.1110331682914,81.71730238721733,Good
51371.25949612055,41097.00759689644,10927.692168552545,15310.072870675833,2845.0340612617642,68.34673055406255,Moderate
28753.925725477904,15443.821072988845,8477.226049072033,4628.237047173046,5750.785145095581,77.42407670927294,Good
59471.84861270363,31234.451130277146,7229.628416103352,10970.977383413383,2973.5924306351817,74.37937460924898,Good
31611.515315323937,20483.150053206005,6925.670185467977,4274.688287061079,6318.8298288723345,83.10791474402527,Good
80998.68810035079,46379.446583924546,22665.2457589409,11577.924635062522,4049.9344050175396,71.60980057541674,Good
34334.93415327526,22241.316364283295,7472.093061930452,8772.05572751019,5239.149163264696,73.16262877885163,Good
43558.76967588649,34847.0157407092,6885.829683231365,6954.935945387092,3696.6632771724962,73.10085043439112,Good
66270.3443473934,35009.16441408763,13309.133721791844,15773.136869404541,3313.51721736967,88.20112299141326,Good
25382.713671320897,14069.591372413775,7020.348332241848,5045.616354002557,4790.238540173606,79.29989976193706,Good
54549.19869208259,34155.79805008769,12055.71268655151,14185.245584849794,2727.4599346041296,68.76988663095352,Moderate
76142.85508564857,43077.990527456466,15208.039354774,12838.304471805484,12774.410755343151,79.84979108331605,Good
17850.335308775448,7140.134123510179,5221.070459180163,5119.91825678983,2281.1941200208644,88.85920957282538,Good
53692.677170646086,27543.315366807336,12950.320950980802,16107.803151193824,9828.77401944649,89.71361797266054,Good
55197.65588496847,38809.80228441521,5727.739630083943,5519.765588496848,8698.0877131839,80.37391846231371,Good
65636.45743554621,52509.165948436974,16442.786712104935,12643.318021044268,10290.202422378281,71.34633776286189,Good
25260.98578243836,10781.570986656538,6971.140372819249,4864.695696789827,4392.239654950083,84.34895549694201,Good
23590.867738314475,10052.248980247079,2383.024168604492,3367.430389967783,4016.4480323393036,92.74349572328867,Good
60438.83131233795,36537.393142757304,6043.883131233795,14058.109655376515,8886.971341523362,77.59215389964152,Good
55939.693464663724,22375.87738586549,6525.107164750347,16202.807942767055,5589.707798666252,87.34378513670188,Good
55009.85700691753,29334.252118351378,10550.891948365159,5500.985700691754,5844.78048515555,75.46746367705046,Good
56928.964189939514,22771.585675975806,15984.689200760078,5692.896418993952,7196.172291330782,80.15957541233713,Good
36399.505568430184,29119.60445474415,4685.484031329797,10919.851670529055,3786.505144568594,69.34454132617958,Moderate
54645.07394322007,26481.020693486935,13355.781830141088,9881.564513754845,10929.014788644015,89.569419118643,Good
55861.44946597362,44689.1595727789,5586.144946597363,11572.06636666876,6413.390456817863,68.59833554487311,Moderate
35712.97163947264,27392.856461084313,7657.737431144599,4089.933065266946,1821.80462033442,54.41029741132147,Moderate
87315.49022289514,43924.26738053906,14621.918674619894,17772.76599578987,9846.147900631908,89.27618430313778,Good
59476.65841823575,26122.50847711692,17842.997525470724,17842.997525470724,4145.043804502878,87.10022649604737,Good
26173.93005594703,14944.480098367465,2617.393005594703,6274.256110582278,5234.786011189406,87.04946742213359,Good
63131.07217267659,36887.67526530522,12552.97490193335,13599.667111343546,7946.100903688684,83.24301962907066,Good
30506.36659545357,19887.772792488322,3050.6366595453574,3050.6366595453574,4822.692017788923,79.20893548552671,Good
65741.69207484904,31787.324771446914,10257.24109299148,17054.407054204665,9921.16866526119,94.1064426181707,Good
73171.91158014808,52095.417901475215,7317.191158014808,14690.501570845612,12932.50868759933,76.00498915169341,Good
33586.353632965795,21488.52246237552,10075.906089889739,5083.639755204267,4510.870200006213,82.65360269193425,Good
69267.52258488644,38023.76417009155,11883.270918503471,17413.90231312869,6654.829976266776,88.05812095352086,Good
58255.61853872996,28731.31580232303,10667.631414730808,7699.734271214447,7155.820578214621,79.39652897217621,Good
66441.2031998898,38022.12481033368,13061.098230921185,16268.916729103119,3322.0601599944903,76.22794293473898,Good
87935.85965307895,41986.27871717732,9621.753279495202,26147.804363826006,9762.10349571076,90.6020684282925,Good
45092.23767994259,27450.612335875012,12825.093598973586,9574.757535739975,9018.447535988518,73.86860883286104,Good
34925.27671285021,21402.761486203242,8773.771957054618,5800.405059793622,5731.67433418383,76.82937736816126,Good
32209.711407489533,20590.25425559536,8807.264661619629,4967.635579343083,3659.7542291336017,80.99196201241169,Good
33683.79430069123,26947.035440552987,3454.712660090795,7767.982412166406,6736.758860138247,78.75401783414826,Good
48457.96581171791,28112.07923215908,14092.798433209135,8016.775150066343,4043.03858913351,86.00759836074853,Good
56823.03949633288,42656.46934003166,16000.646402878532,17046.911848899865,7987.34045243132,70.89210796491768,Good
55533.815986600384,35232.76923043391,10074.309433980266,5553.381598660038,5654.574349473366,77.49670296875875,Good
66543.66498072048,37548.15163706784,18073.371604276497,12617.94516058753,7168.255152543118,75.53973614693416,Good
50260.03783755814,29257.68029006816,11148.366455831572,11147.96339503334,7219.218885074303,79.9885912721198,Good
79070.68154314633,46744.69228603974,7907.068154314634,16785.23380742676,12221.288395403664,86.85974050895683,Good
44706.86333524088,28700.248502397375,8287.558389155614,6935.810642611688,4821.021504714759,72.9810877552162,Good
104403.38333179237,47618.579960679745,16858.97450216533,31172.866953955516,7290.965578469167,83.65352842632069,Good
62513.34695530013,25005.338782120052,12929.857038293045,15837.645930743596,12502.669391060026,89.06603107202696,Good
32856.848871674345,22938.831909181812,9255.44914353064,8515.935118194284,4142.831023624932,72.49155901564109,Good
28582.150038777752,20999.8365437026,2858.2150038777754,4189.169718801679,1651.4299339664296,68.69265943325827,Moderate
59649.448304863705,42461.18389237194,9813.155461385732,10008.044393783197,3499.2420149635477,80.60732356860873,Good
45530.74429348298,28376.845278520734,6112.639257818579,10884.577980740245,9106.148858696597,82.69523952488893,Good
64280.00988184184,45965.58692424857,8850.630712188136,7196.762102396529,12856.001976368369,80.77544827067935,Good
59464.7524914709,42042.43356273361,7977.272429303931,15059.167903094522,8336.853710718782,83.29043237710913,Good
48543.42174686254,34861.186670911724,9973.422134710141,9316.645752465312,4037.1763838629536,78.48785178384968,Good
33064.1256386319,15575.480526920865,7996.692240019334,9428.81897730407,4627.487149515076,79.97596773830296,Good
19703.055506282708,8579.837981711486,4489.656381194459,3266.5781403343667,2003.0579734552634,82.02187311607032,Good
41069.70095865958,22248.057160318644,8823.967212690708,12320.910287597873,6341.831577521745,88.95246767581835,Good
67127.97588646944,40101.7415189536,16764.511096198294,15630.094301647394,9465.401011822189,76.75071431647343,Good
54281.87488260408,30599.33507639442,16284.562464781224,13116.376909271266,6408.145302399539,86.68154387619066,Good
25085.22442576024,10034.089770304097,5289.754215199874,3627.1803471976405,2883.2165555308234,79.3188731733651,Good
53463.61851702364,42770.894813618914,15060.224025092064,11776.28287647918,5709.581711112849,73.46337959801104,Good
57706.347594576735,32251.679593015077,15992.429872539167,9005.730476642611,10208.985924302118,77.08715328203621,Good
32322.85127597734,20231.0556413446,9696.855382793201,3232.285127597734,3504.858281538453,77.46999076732102,Good
53074.50211891056,41752.77397844763,12994.841198620668,9784.160999758245,10614.900423782114,74.0657723631199,Good
51164.17436892,20465.669747568,6776.935649315922,14992.401923819125,10232.834873784,90.58987273017652,Good
27140.594043387537,14201.205078225783,6090.092924647343,5288.897769101101,2640.8906543750454,85.2032487279183,Good
57155.747206965665,30974.551769952835,12579.471244005003,10086.184188003197,5621.753606604887,71.32310592959296,Good
61215.690527364684,33641.296566886216,16235.295409700322,10737.63708641405,7165.611820501641,77.0958867826713,Good
71661.02486350553,41131.78088450771,9325.124936805032,21498.30745905166,5840.111276752735,82.3030606018613,Good
71076.04104069807,56860.83283255846,21322.81231220942,17674.747373220533,12159.353524942615,73.7536369200834,Good
22446.61264085818,15735.49816146443,4498.72702881889,2244.661264085818,4288.82816607429,61.24074845009457,Moderate
31243.499201697545,23235.955643608966,8346.711444350512,4891.118266769865,6155.390001541692,74.01027536684806,Good
60300.7053441732,36606.6310504351,13554.021857474458,10126.57607725963,6483.288760991232,79.10115993045618,Good
60275.71901824418,24110.287607297672,12646.28358830838,8577.441839145458,6435.680271185038,81.20666196794443,Good
60300.95372612096,24120.381490448388,13188.33191219528,12370.652132411684,3015.0476863060485,83.57381132142338,Good
127054.62981309442,50821.851925237774,32241.301662090733,19577.652800480697,10239.009346755764,83.60303221720882,Good
61417.81021386334,40165.08938930683,18425.343064159002,9764.185887740014,3935.9070394036307,76.26440285063033,Good
72711.31280361197,43973.290309812975,7271.131280361198,15435.266395503313,3894.9085802794007,69.96020653559196,Moderate
69080.03526986405,39270.30433407659,16800.280874573156,6908.003526986406,6271.342752055382,75.40215605417954,Good
63027.825026115956,34332.10489766691,12827.260569472715,6302.782502611596,6401.701909583286,80.55180244602786,Good
43694.61510719309,34955.69208575447,8119.834758481704,13083.292978895222,5178.569675335321,78.09098677316435,Good
65179.38440986535,31062.178222642073,6517.938440986535,17401.480988993066,13035.87688197307,90.8539114940919,Good
34543.495709248564,25533.616535744502,8512.091265682175,7928.125475988434,6560.851448029137,78.49251279579016,Good
45263.62786519982,27171.164682747523,8600.195620890141,10155.957175217109,2376.7494850999187,78.22708709460161,Good
40292.72904341793,23807.324540586054,5368.833796347706,7448.505613047484,5870.000044682879,87.91872171744568,Good
51637.482787726454,40096.27984724934,10502.98126634707,15491.244836317936,3718.660335811732,69.82291102727969,Moderate
96293.17133347018,77034.53706677615,17003.13827591829,20745.0500863432,12409.763690893787,69.71790152374055,Moderate
12654.696148165036,7138.103850498683,1265.4696148165037,3796.4088444495105,2513.9672807402726,91.70482801028635,Good
63725.20380749027,45874.52570957504,13194.60789758268,19117.56114224708,5787.562992356159,79.94935776565575,Good
17745.682576206967,11616.034636464943,4372.640573554707,4204.520830844031,1078.1968208522007,77.86670543914208,Good
40561.36268421133,24382.06668321706,6330.060078350043,7430.877742852509,4992.654386790695,78.33380748961616,Good
71779.01193934731,45266.58985875579,15858.641471228333,14447.74523964334,14299.363256462259,78.11134839497313,Good
51285.60038190926,25478.618458541056,10700.68707828519,8612.587364348936,10257.120076381852,84.8460354089148,Good
28445.104441413878,15761.008282934908,8068.1517253797065,6738.080714934398,2361.9487781853663,73.41607107892246,Good
35693.925814800634,18307.582598738012,6842.690074386627,9062.815732991718,4565.070439788769,81.10377327891253,Good
63591.95497869352,46753.219122714676,16793.830689312796,6490.505198283629,8681.859748393881,77.1338960193998,Good
35392.66736565727,20730.187207116713,6191.302284746745,10617.80020969718,1769.6333682828636,80.99111463122387,Good
54329.1717916395,22021.94384802415,16298.75153749185,7471.423656478989,2716.458589581975,77.79146193073935,Good
50911.436798076276,25022.177809179262,8403.068684421238,5091.143679807628,7100.607765667558,79.6762189151047,Good
36967.99304788366,14787.197219153466,5367.755180286899,7151.6866372205595,3602.8256260899157,89.8256578555996,Good
92878.8817865065,48838.14108472679,17829.088702716585,10042.505228113581,4643.944089325326,88.49176286068761,Good
62678.38044636023,37960.9580246292,8885.192414733288,12267.773188149225,10104.922868856162,87.98123035044051,Good
10000.0,5795.796226699539,1001.0748528849324,2056.740109104671,1236.6443855738196,77.14472328751174,Good
53729.08629538855,42983.26903631084,13873.290033529647,12659.78263077732,6484.624518294261,77.35913081776707,Good
36764.27070463224,25228.96262046866,3676.427070463224,10311.216022333549,1995.6817401598964,75.42289128473509,Good
67048.66669592448,45564.113441956186,9560.960952815973,8005.746342528056,3352.433334796224,70.382135848154,Good
34149.58523134599,13659.834092538396,3414.958523134599,5837.295341355694,2872.6748278343857,86.31934833329957,Good
47705.27117066202,26013.860491614458,10083.632617205887,12130.674720981737,5864.056770069043,77.29029977713591,Good
60099.745579609145,31672.600712283616,6009.974557960915,8859.119576887524,4656.226530623512,89.09552267043766,Good
67315.10388340242,32451.791696258868,16413.311699886657,6731.510388340243,3646.626656134405,75.1278095366715,Good
25994.071858884476,12477.619790647745,6563.1702680844855,6486.859330886627,2539.0358200839796,73.15034730864141,Good
43309.97528318103,17323.990113272415,4330.997528318104,6703.506469761969,5288.308575244948,85.07011366428759,Good
40501.09377678088,16549.638722837793,8717.788190679688,6053.091123387534,8100.218755356176,88.66894047041356,Good
36933.41534852576,27002.53741377407,8911.469619608675,7741.438712470157,4764.908363744182,65.07456674343152,Moderate
85309.08480562194,49356.66264649081,23479.11011183068,17090.059616690414,4265.454240281098,77.4595712685564,Good
58099.63421921911,30446.51124111144,5809.9634219219115,16254.974429775191,2904.9817109609558,81.49005259454154,Good
24782.320913299096,14849.276733189557,2478.23209132991,2480.105355501566,1239.116045664955,83.11548080579757,Good
68357.23894109552,52984.283898894646,20507.171682328655,20507.171682328655,9596.574558980046,75.48347804837682,Good
92443.12394025267,55524.25941962759,12410.38063652419,9244.312394025268,5256.329246842607,77.05446271270091,Good
70649.30521102293,48116.14166225698,11149.00195982482,11938.324426377023,10588.335049126672,69.84380712739808,Moderate
19612.60068091973,9276.942002307756,4915.850543195325,2559.7994671688757,3742.1065543643654,76.75146070803171,Good
40315.31854267497,20448.151596945983,4292.1267730525415,8242.193517172955,6265.925659368971,84.42197083614339,Good
75338.22298373246,49203.1322149416,13465.354807692336,15180.797335611604,8014.059641528749,76.6064963359225,Good
35846.61068762439,28677.28855009951,9726.602977143264,7646.417855689924,7169.322137524878,79.90291104815947,Good
58876.38856292457,47101.11085033966,5887.638856292458,13006.171442751838,5436.897140709966,75.87880011406538,Good
65492.68106858674,45021.2545717587,10478.806287476335,19647.804320576022,4310.1552342085215,76.76170000521523,Good
31461.390568438343,19591.481842112542,3456.4147639947387,6686.53114000786,4405.205751524569,89.74735343392483,Good
48809.492878763995,39047.594303011196,6739.866950391248,14642.847863629198,8122.207330233495,77.3986303161402,Good
10000.0,7192.017484567686,2948.518864104538,1000.0,500.0,69.05880047866759,Moderate
29512.247173314205,11804.898869325683,8853.67415199426,2951.224717331421,5508.014286193533,91.36755296289355,Good
44948.636972136796,19863.26892218497,9916.870809033126,9446.533254902793,2247.43184860684,87.09253569505691,Good
25044.33636070301,16296.876823229046,6075.17434063933,5664.01933274584,1252.2168180351507,77.19080741225808,Good
82648.22607863271,33059.29043145308,19867.674176854624,12999.84836370193,8211.15228192213,87.39379763137524,Good
21397.172440787348,9957.423457111818,3128.5473826754514,4262.081428116263,1203.3447040006852,84.33560389862564,Good
41199.11026606032,20394.703205195943,9024.749163754006,11784.030263265415,5971.575351287657,86.76440249889187,Good
